SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;11;221.9;0.031528;TC1;2009
2;0;209.3;0.003711667;TC10;2009
3;5;212.91;0.005665556;TC11;2009
4;4;132.1;0.003217419;TC12;2009
5;6;240.1;0.060723939;TC13;2009
7;21;226.3;0.005086571;TC15;2009
8;7;271;0.077235882;TC16;2009
9;4;226.8;0.00431725;TC17;2009
10;7;256;0.074403529;TC18;2009
12;7;216.4;0.023036667;TC2;2009
15;3;221.6;0.034367143;TC3;2009
16;3;206.5;0.019875556;TC4;2009
17;7;248.5;0.026793333;TC5;2009
18;6;251.8;0.019729167;TC6;2009
19;3;222.6;0.005330857;TC7;2009
20;7;194.9;0.00297;TC8;2009
21;5;243.7;0.010294722;TC9;2009
22;4;179.6;0.016273793;TC1;2010
23;0;160.6;0.004213438;TC10;2010
24;6;185.8;0.003266333;TC11;2010
25;4;119.5;0.002024643;TC12;2010
26;6;206.3;0.01168871;TC13;2010
27;4;198.2;0.002896774;TC14;2010
28;10;198.9;0.003535161;TC15;2010
29;6;228.9;0.013499063;TC16;2010
30;0;168;0.003900571;TC17;2010
31;4;226.7;0.024509355;TC18;2010
32;7;200.8;0.004665806;TC19;2010
33;7;172.3;0.008455172;TC2;2010
34;7;170.9;0.009532;TC20;2010
35;7;158.9;0.002816296;TC21;2010
36;2;176.3;0.012696129;TC3;2010
37;2;168.2;0.017647333;TC4;2010
38;7;206.1;0.010489032;TC5;2010
39;6;209.6;0.008421613;TC6;2010
40;4;173.7;0.003236129;TC7;2010
41;6;151.31;0.00178;TC8;2010
42;11;187;0.004269;TC9;2010
43;10;197.3;0.011439444;TC1;2011
44;2;170;0.003632632;TC10;2011
45;12;190.8;0.004521579;TC11;2011
46;4;147.4;0.003999167;TC12;2011
47;10;233;0.029710286;TC13;2011
48;18;210;0.0035475;TC14;2011
49;13;224.6;0.004341111;TC15;2011
50;11;248.2;0.035745278;TC16;2011
51;11;178.1;0.003831892;TC17;2011
52;13;240.5;0.041291429;TC18;2011
53;21;219.5;0.005056316;TC19;2011
54;15;173.9;0.003995556;TC2;2011
55;7;195.5;0.008799189;TC20;2011
56;14;171.7;0.003621176;TC21;2011
57;9;182.5;0.021106944;TC3;2011
58;5;175;0.008831389;TC4;2011
59;13;220.2;0.016316944;TC5;2011
60;22;223.2;0.017946667;TC6;2011
61;6;183.7;0.005158421;TC7;2011
62;3;162.7;0.002104054;TC8;2011
63;19;187.9;0.006878108;TC9;2011
64;2;153.1;0.0080675;TC1;2012
65;1;121.8;0.002679231;TC10;2012
66;0;146.5;0.003989714;TC11;2012
67;3;124.2;0.003044706;TC12;2012
68;0;175.8;0.025522941;TC13;2012
69;6;164;0.004170882;TC14;2012
70;3;179.2;0.005518378;TC15;2012
71;0;195;0.0274975;TC16;2012
72;27;140.8;0.003438974;TC17;2012
73;0;180.9;0.015158056;TC18;2012
74;0;157.3;0.003242222;TC19;2012
75;0;136.5;0.004400968;TC2;2012
76;0;150.3;0.011642647;TC20;2012
77;0;121.9;0.002239667;TC21;2012
78;0;148.3;0.007564688;TC3;2012
79;0;137.8;0.008195313;TC4;2012
80;0;146.4;0.004216364;TC5;2012
81;0;148.9;0.004252353;TC6;2012
82;0;128.8;0.003777576;TC7;2012
83;0;107.3;0.001701622;TC8;2012
84;0;150.3;0.004500294;TC9;2012
85;9;176.8;0.013847097;TC1;2013
86;3;140.1;0.003268286;TC10;2013
87;3;164.3;0.005407742;TC11;2013
88;0;127.7;0.003653125;TC12;2013
89;3;203.8;0.029250333;TC13;2013
90;4;188.4;0.0031725;TC14;2013
91;8;200.9;0.007256389;TC15;2013
92;4;219.7;0.053005;TC16;2013
93;5;144.2;0.003838333;TC17;2013
94;8;218.8;0.024102;TC18;2013
95;5;200.4;0.00419697;TC19;2013
96;5;166.4;0.014695938;TC2;2013
97;1;167.5;0.008928667;TC20;2013
98;5;147.2;0.004608;TC21;2013
99;3;172.2;0.028429333;TC3;2013
100;3;160.7;0.008216452;TC4;2013
101;7;198.4;0.009166452;TC5;2013
102;12;202.9;0.006645806;TC6;2013
103;5;164.6;0.005553548;TC7;2013
104;3;145.6;0.002189375;TC8;2013
105;6;179.6;0.007990625;TC9;2013
106;1;189;0.007885455;TC1;2014
107;0;147.8;0.002202432;TC10;2014
108;0;174.1;0.004365882;TC11;2014
109;0;139;0.003540556;TC12;2014
110;0;218.8;0.012893333;TC13;2014
111;0;204.1;0.00353;TC14;2014
112;0;214.8;0.004625263;TC15;2014
113;1;231.6;0.018475405;TC16;2014
114;0;149.3;0.00370475;TC17;2014
115;0;231.4;0.011300278;TC18;2014
117;0;180.8;0.003902286;TC2;2014
118;0;174.9;0.010971944;TC20;2014
119;0;153.9;0.002482353;TC21;2014
120;1;184.5;0.014136765;TC3;2014
121;1;162.8;0.008602188;TC4;2014
122;0;206.3;0.004921944;TC5;2014
123;0;204;0.004887222;TC6;2014
124;3;172;0.003437059;TC7;2014
125;2;144.3;0.001842353;TC8;2014
126;1;186.2;0.007201143;TC9;2014
